case_id,week,weight,state,metro,region,ownhome,mstatus,employ,totper,adults,kids1217,kids611,kidsless,parent,totalage,refage,educ,income,race,polparty,polviewr,polview,ideology,regvote,sex,religion,ident,anycell,anyland,bornus,date,healthin,typeins,instype,he2z,partyln,partycom,covi1b,covi1bne,covi1c,covi1cne,covi2,covi2net,covi3,covi4,covi4net,covi5,covi6a,covi6ane,covi6b,covi6bne,covi6c,covi6cne,covi6d,covi6dne,covi7,covi8,covi9
70000559,816,2.1042,MD,Surburban (Metro),South,Rented,Married,Full-time,Two,Two, , , , ,18-29,18-29,"Some college, no degree (includes community college)","$75,000 but less than $100,000",White Hispanic,An Independent,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Male,Agnostic,Cell Phone sample, ,"No, no home telephone",United States,200424,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Republican,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Not too worried,Not too/not worried at all,Yes,Probably NOT use it,Definitely/probably NOT use it,Uncomfortable,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Appropriate,Appropriate,Support
70000562,816,.5097,LA,Surburban (Metro),South,Rented,Divorced,Full-time,Two,Two, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$250,000 or more",White Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Male,Agnostic,Cell Phone sample, ,"No, no home telephone", ,200424, , , , ,Democratic,Democrat/leans Democrat,Not so good,Not so good/poor,Excellent,Excellent/good,Not too worried,Not too/not worried at all,Yes,Probably use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A great deal,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Oppose
70000563,816,1.3529,AR,Surburban (Metro),South,Owned,Married,Full-time,Five,Five, , , , ,30-49,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$100,000 to under $150,000",White Non-Hispanic,An Independent,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Female,Methodist,Cell Phone sample, ,"No, no home telephone", ,200424,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Republican,Republican/leans Republican,Excellent,Excellent/good,Excellent,Excellent/good,Not too worried,Not too/not worried at all,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Appropriate,Appropriate,Support
70000564,816,.8779,MN,Center City (Metro),North Central,Rented,"Single, living with a partner",Full-time,Two,Two, , , , ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$100,000 to under $150,000",White Non-Hispanic,An Independent,d3 5-1 asked,Somewhat liberal,Liberal Net,No,Male,Lutheran,Cell Phone sample, ,"No, no home telephone", ,200424,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Excellent,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably use it,Definitely/probably use it,Comfortable,Not at all,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not at all,Not too much/not at all,Appropriate,Appropriate,Oppose
70000565,816,1.1192,AZ,No metro status,West,Owned,Divorced,Retired,Five,Four,One,None,None,No,65+,65+,"Some college, no degree (includes community college)","$50,000 but less than $75,000",White Non-Hispanic,An Independent,d3 5-1 asked,Moderate,Moderate,No,Male,Unitarian/Universalist,Cell Phone sample, ,"No, no home telephone", ,200424, , , , ,Neither/other,Independent/other,Not so good,Not so good/poor,Excellent,Excellent/good,Not worried at all,Not too/not worried at all,Yes,Probably NOT use it,Definitely/probably NOT use it,Comfortable,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not at all,Not too much/not at all,Appropriate,Appropriate,Refused
70000566,816,2.1731,KS,Non-Metro,North Central,Owned,Married,Homemaker,Four,Two,One,One,None,Yes,30-49,30-44,High school graduate (Grade 12 with diploma or GED certificate),"Less than $50,000 (Unspecified)",White Hispanic,A Democrat,d3 5-1 asked,Moderate,Moderate,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone",United States,200424,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Not so good,Not so good/poor,Very worried,Very/somewhat worried,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,A great deal,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70000567,816,1.5362,TX,Center City (Metro),South,Rented,"Single, that is never married",Student,Four,Three,One,None,None,No,18-29,18-29,Two year associate degree from a college or university,"$15,000 but less than $25,000",White Hispanic,A Democrat,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone",United States,200424,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,From healthcare.gov/state-specific marketplace, , ,Democrat/leans Democrat,Not so good,Not so good/poor,Not so good,Not so good/poor,Somewhat worried,Very/somewhat worried,Yes,Probably use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A great deal,A great deal/a good amout,Not at all,Not too much/not at all,Appropriate,Not restrictive enough,Oppose
70000569,816,1.8596,TX,Surburban (Metro),South,Owned,"Single, that is never married",Part-time,Four,Four, , , , ,18-29,18-29,"Some college, no degree (includes community college)","$100,000 to under $150,000",White Non-Hispanic,A Republican,d3 1-5 asked,Moderate,Moderate,Yes,Female,"Church of Christ, or Disciples of Christ (Christian Church)",Cell Phone sample, ,"No, no home telephone", ,200424,"Yes, covered by health insurance",Plan through your parents/mother/father, , , ,Republican/leans Republican,Good,Excellent/good,Excellent,Excellent/good,Not worried at all,Not too/not worried at all,Yes,Definitely use it,Definitely/probably use it,Comfortable,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Appropriate,Too restrictive,Support
70000570,816,.9536,AL,Surburban (Metro),South,Owned,Widowed,Retired,One,One, , , , ,50-64,45-64,"Some college, no degree (includes community college)","$25,000 but less than $30,000",White Non-Hispanic,A Republican,d3 5-1 asked,Very conservative,Conservative Net,Yes,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200424,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,Directly from an insurance company,Non-marketplace plan, ,Republican/leans Republican,Excellent,Excellent/good,Excellent,Excellent/good,Not too worried,Not too/not worried at all,Yes,Probably NOT use it,Definitely/probably NOT use it,Comfortable,Not at all,Not too much/not at all,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70000571,816,1.0512,TX,Center City (Metro),South,Owned,"Single, living with a partner",Full-time,Six or more,Three,One,Two,One,Yes,30-49,30-44,High school graduate (Grade 12 with diploma or GED certificate),"$40,000 but less than $50,000",White Hispanic,Refused,d3 1-5 asked,Moderate,Moderate,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone",United States,200424,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Neither/other,Independent/other,Poor,Not so good/poor,Poor,Not so good/poor,Very worried,Very/somewhat worried,Yes,Probably NOT use it,Definitely/probably NOT use it,Comfortable,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not restrictive enough,Not restrictive enough,Support
70000572,816,2.8434,IL,Center City (Metro),North Central,Rented,"Single, that is never married",Full-time,Three,One,None,One,One,Yes,18-29,18-29,"Some college, no degree (includes community college)","$75,000 but less than $100,000",Black Non-Hispanic,An Independent,d3 5-1 asked,Moderate,Moderate,Yes,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200424,"No, not covered by health insurance", , , ,Neither/other,Independent/other,Poor,Not so good/poor,Poor,Not so good/poor,Not worried at all,Not too/not worried at all,Yes,Probably NOT use it,Definitely/probably NOT use it,Comfortable,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not restrictive enough,Not restrictive enough,Don't know
70000575,816,2.2635,IL,Center City (Metro),North Central,Rented,"Single, living with a partner",Student,Five,Five, , , , ,18-29,18-29,"Some college, no degree (includes community college)","$15,000 but less than $25,000",Asian/Chinese/Japanese,An Independent,d3 1-5 asked,Very liberal,Liberal Net,No,Male,Muslim/Islamic,Cell Phone sample, ,"No, no home telephone", ,200424,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,From healthcare.gov/state-specific marketplace, ,Republican,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably use it,Definitely/probably use it,Comfortable,Not at all,Not too much/not at all,Not at all,Not too much/not at all,A good amount,A great deal/a good amout,Not at all,Not too much/not at all,Not restrictive enough,Not restrictive enough,Support
70000576,816,1.5534,CO,Surburban (Metro),West,Owned,Married,Full-time,Four,Two,One,One,None,Yes,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$150,000 to under $200,000",White Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200424,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Excellent,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably use it,Definitely/probably use it,Comfortable,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Appropriate,Appropriate,Oppose
70000577,816,.5411,TX,Center City (Metro),South,Owned,Divorced,Full-time,One,One, , , , ,50-64,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$75,000 but less than $100,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Very liberal,Liberal Net,Yes,Female,Agnostic,Cell Phone sample, ,"No, no home telephone", ,200424,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Somewhat worried,Very/somewhat worried,Yes,Definitely use it,Definitely/probably use it,Comfortable,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,A great deal,A great deal/a good amout,Not too much,Not too much/not at all,Not restrictive enough,Not restrictive enough,Oppose
70000578,816,1.4943,CA,Center City County (Metro),West,Rented,"Single, that is never married",Full-time,Six or more,Five,None,Three,None,No,30-49,30-44,High school graduate (Grade 12 with diploma or GED certificate),"$75,000 but less than $100,000",White Hispanic,A Democrat,d3 1-5 asked,Don't know,Don't know,No,Male,"Catholic, Roman Catholic",Cell phone in language, ,"No, no home telephone",Another Country,200424,"No, not covered by health insurance", , , , ,Democrat/leans Democrat,Good,Excellent/good,Excellent,Excellent/good,Not worried at all,Not too/not worried at all,Yes,Probably use it,Definitely/probably use it,Comfortable,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,A great deal,A great deal/a good amout,Not at all,Not too much/not at all,Appropriate,Appropriate,Support
70000579,816,1.7574,OK,No metro status,South,Owned,"Single, that is never married",Part-time,Three,Three, , , , ,18-29,18-29,"Some college, no degree (includes community college)","$40,000 but less than $50,000",Asian/Chinese/Japanese,An Independent,d3 5-1 asked,Moderate,Moderate,No,Male,Nothing in particular,Cell Phone sample, ,"Yes, has a home telephone", ,200424,"Yes, covered by health insurance",Don't Know, , ,Republican,Republican/leans Republican,Not so good,Not so good/poor,Good,Excellent/good,Not worried at all,Not too/not worried at all,Yes,Definitely use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,Not at all,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Appropriate,Too restrictive,Support
70000580,816,.6297,ID,Non-Metro,West,Owned,Married,Full-time,Four,Two,One,One,None,Yes,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",White Non-Hispanic,An Independent,d3 5-1 asked,Very liberal,Liberal Net,Yes,Male,Agnostic,Cell Phone sample, ,"Yes, has a home telephone", ,200424,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably use it,Definitely/probably use it,Comfortable,Not at all,Not too much/not at all,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,Appropriate,Appropriate,Support
70000581,816,.7783,CO,Center City County (Metro),West,Owned,Married,Full-time,Two,Two, , , , ,50-64,45-64,"Some college, no degree (includes community college)","$150,000 to under $200,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Female,Protestant,Cell Phone sample, ,"Yes, has a home telephone", ,200424,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Not too worried,Not too/not worried at all,Yes,Probably use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Oppose
70000582,816,1.3234,WV,Non-Metro,South,Owned,"Single, that is never married",Full-time,One,One, , , , ,30-49,30-44,Two year associate degree from a college or university,"$75,000 but less than $100,000",Native American/American Indian/Alaska Native,An Independent,d3 5-1 asked,Somewhat conservative,Conservative Net,No,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200424,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Republican,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Not worried at all,Not too/not worried at all,Yes,Probably NOT use it,Definitely/probably NOT use it,Uncomfortable,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Too restrictive,Don't know,Support
70000583,816,.6069,UT,Non-Metro,West,Owned,Divorced,Retired,One,One, , , , ,65+,65+,Two year associate degree from a college or university,"$25,000 but less than $30,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Somewhat liberal,Liberal Net,Yes,Female,Agnostic,Cell Phone sample, ,"No, no home telephone", ,200424, , , , , ,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Somewhat worried,Very/somewhat worried,No, , , , , , , , , , , ,Not restrictive enough,Not restrictive enough,Support
70000584,816,.8892,KS,Non-Metro,North Central,Owned,Widowed,Retired,Two,Two, , , , ,65+,65+,"Some college, no degree (includes community college)","Less than $15,000",White Non-Hispanic,A Democrat,d3 5-1 asked,Somewhat liberal,Liberal Net,Yes,Male,Protestant,Cell Phone sample, ,"No, no home telephone", ,200424, , , , , ,Democrat/leans Democrat,Good,Excellent/good,Good,Excellent/good,Very worried,Very/somewhat worried,Yes,Probably NOT use it,Definitely/probably NOT use it,Uncomfortable,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Appropriate,Not restrictive enough,Support
70000585,816,.3187,NM,Center City (Metro),West,Owned,"Single, that is never married",Full-time,One,One, , , , ,50-64,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$200,000 to under $250,000",White Hispanic,A Democrat,d3 1-5 asked,Very liberal,Liberal Net,Yes,Female,Refused,Cell Phone sample, ,"Yes, has a home telephone",United States,200424,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Excellent,Excellent/good,Very worried,Very/somewhat worried,Yes,Probably use it,Definitely/probably use it,Comfortable,Not at all,Not too much/not at all,A good amount,A great deal/a good amout,A great deal,A great deal/a good amout,Not at all,Not too much/not at all,Appropriate,Appropriate,Oppose
70000586,816,1.9048,CO,Non-Metro,West,Rented,Married,Full-time,Two,Two, , , , ,30-49,30-44,High school graduate (Grade 12 with diploma or GED certificate),"$40,000 but less than $50,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,Yes,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200424,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Good,Excellent/good,Good,Excellent/good,Very worried,Very/somewhat worried,Yes,Probably use it,Definitely/probably use it,Comfortable,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,Not restrictive enough,Not restrictive enough,Oppose
70000587,816,2.4749,WA,No metro status,West,Rented,Married,Disabled/Handicapped,Six or more,Six or more, , , , ,30-49,45-64,Less than high school (Grades 1-8 or no formal schooling),"Less than $15,000",White Hispanic,An Independent,d3 5-1 asked,Very conservative,Conservative Net,No,Male,Evangelical,Cell phone in language, ,"No, no home telephone",Another Country,200424,"No, not covered by health insurance", , , ,Republican,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably NOT use it,Definitely/probably NOT use it,Uncomfortable,A good amount,A great deal/a good amout,Not at all,Not too much/not at all,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70000588,816,.5855,WA,Center City (Metro),West,Owned,"Single, that is never married",Full-time,One,One, , , , ,50-64,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Refused,White Non-Hispanic,An Independent,d3 1-5 asked,Refused,Refused,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200424,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Refused/No answer,Refused,Poor,Not so good/poor,Poor,Not so good/poor,Not worried at all,Not too/not worried at all,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Too restrictive,Too restrictive,Oppose
70000589,816,1.7982,NV,Center City (Metro),West,Owned,Married,Part-time,Four,Four, , , , ,50-64,45-64,High school graduate (Grade 12 with diploma or GED certificate),"$25,000 but less than $30,000",White Non-Hispanic,A Republican,d3 1-5 asked,Very conservative,Conservative Net,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,200424,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Excellent,Excellent/good,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably NOT use it,Definitely/probably NOT use it,Uncomfortable,Not too much,Not too much/not at all,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Not restrictive enough,Appropriate,Support
70000590,816,1.203,CA,Center City County (Metro),West,Owned,"Single, that is never married",Full-time,One,One, , , , ,18-29,18-29,Two year associate degree from a college or university,"$30,000 but less than $40,000",White Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,No,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,200424,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Democratic,Democrat/leans Democrat,Excellent,Excellent/good,Excellent,Excellent/good,Not worried at all,Not too/not worried at all,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,A great deal,A great deal/a good amout,Not at all,Not too much/not at all,A great deal,A great deal/a good amout,Not too much,Not too much/not at all,Not restrictive enough,Appropriate,Oppose
70000593,816,1.4989,CA,Center City (Metro),West,Owned,Divorced,Retired,Five,Three,Two,None,None,No,50-64,45-64,Two year associate degree from a college or university,"$30,000 but less than $40,000",Mixed,A Democrat,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Female,Seventh-Day Adventist,Cell Phone sample, ,"No, no home telephone", ,200424,"No, not covered by health insurance", , , , ,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Not too worried,Not too/not worried at all,Yes,Probably NOT use it,Definitely/probably NOT use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not restrictive enough,Not restrictive enough,Oppose
70000594,816,.4665,CA,Center City County (Metro),West,Owned,"Single, living with a partner",Temporarily unemployed,Two,Two, , , , ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",White Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"Yes, has a home telephone", ,200424,"Yes, covered by health insurance",Somewhere else, , ,Republican,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably NOT use it,Definitely/probably NOT use it,Comfortable,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Appropriate,Appropriate,Support
70000596,816,1.3259,CA,Surburban (Metro),West,Rented,Divorced,Disabled/Handicapped,Five,Five, , , , ,50-64,45-64,"Some college, no degree (includes community college)","$50,000 but less than $75,000",White Non-Hispanic,An Independent,d3 5-1 asked,Moderate,Moderate,No,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200424,"Yes, covered by health insurance",Medicare, , ,Republican,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Not too worried,Not too/not worried at all,Yes,Probably use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,Not at all,Not too much/not at all,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70000597,816,.4908,WA,Center City (Metro),West,Rented,"Single, that is never married",Retired,One,One, , , , ,65+,65+,"Some college, no degree (includes community college)","$30,000 but less than $40,000",White Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Male,Agnostic,Cell Phone sample, ,"Yes, has a home telephone", ,200424, , , , ,Republican,Republican/leans Republican,Not so good,Not so good/poor,Not so good,Not so good/poor,Somewhat worried,Very/somewhat worried,No, , , , , , , , , , , ,Too restrictive,Too restrictive,Support
70000598,816,1.4452,CA,No metro status,West,Owned,"Single, that is never married",Student,Five,Three,Two,None,None,No,18-29,18-29,"Some college, no degree (includes community college)","Less than $15,000",White Hispanic,A Democrat,d3 5-1 asked,Very liberal,Liberal Net,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone",United States,200424,"No, not covered by health insurance", , , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Good,Excellent/good,Very worried,Very/somewhat worried,Yes,Definitely use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70000599,816,1.5892,CA,Center City County (Metro),West,Rented,"Single, that is never married",Student,Two,Two, , , , ,18-29,18-29,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$30,000 but less than $40,000",White Hispanic,An Independent,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone",United States,200424,"No, not covered by health insurance", , , ,Neither/other,Independent/other,Poor,Not so good/poor,Good,Excellent/good,Not too worried,Not too/not worried at all,Yes,Probably NOT use it,Definitely/probably NOT use it,Comfortable,Not too much,Not too much/not at all,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Not restrictive enough,Support
70000600,816,1.5081,NV,No metro status,West,Owned,Married,Full-time,Three,Two,One,None,None,Yes,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$100,000 to under $150,000",White Non-Hispanic,An Independent,d3 5-1 asked,Moderate,Moderate,Yes,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200424,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,Not at all,Not too much/not at all,Not too much,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Too restrictive,Appropriate,Support
70000603,816,1.5081,WA,Center City (Metro),West,Owned,Married,Full-time,Four,Two,One,One,None,Yes,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$75,000 but less than $100,000",White Non-Hispanic,An Independent,d3 5-1 asked,Moderate,Moderate,Yes,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200424,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Neither/other,Independent/other,Good,Excellent/good,Good,Excellent/good,Not too worried,Not too/not worried at all,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,Not at all,Not too much/not at all,Not too much,Not too much/not at all,Not at all,Not too much/not at all,Not too much,Not too much/not at all,Too restrictive,Appropriate,Oppose
70000604,816,.9713,CA,Center City (Metro),West,Rented,"Single, living with a partner",Full-time,Two,Two, , , , ,30-49,30-44,"Some college, no degree (includes community college)","$50,000 but less than $100,000 (Unspecified)",White Hispanic,A Republican,d3 5-1 asked,Moderate,Moderate,Yes,Male,Mormon (Church of Jesus Christ of Latter-Day Saints/LDS),Cell Phone sample, ,"No, no home telephone",United States,200424,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Excellent,Excellent/good,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably use it,Definitely/probably use it,Uncomfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70000605,816,1.1601,CA,Non-Center City (Metro),West,Rented,"Single, living with a partner",Full-time,Five,Three,None,None,Two,Yes,30-49,30-44,"Some college, no degree (includes community college)","$15,000 but less than $25,000",Black Non-Hispanic,A Democrat,d3 5-1 asked,Somewhat liberal,Liberal Net,No,Female,Refused,Cell Phone sample, ,"No, no home telephone", ,200424,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Poor,Not so good/poor,Very worried,Very/somewhat worried,Yes,Definitely use it,Definitely/probably use it,Comfortable,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A great deal,A great deal/a good amout,Appropriate,Appropriate,Support
70000607,816,1.3703,WA,Center City County (Metro),West,Owned,"Single, living with a partner",Full-time,Two,Two, , , , ,30-49,30-44,High school graduate (Grade 12 with diploma or GED certificate),"$75,000 but less than $100,000",White Non-Hispanic,A Democrat,d3 5-1 asked,Moderate,Moderate,Yes,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200424,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Good,Excellent/good,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
